Text,Image,Folio
urn:cts:greekLit:tlg5026.msAint.hmt:12.office4_1,"urn:cite:hmt:vaimg.VA252RN-0423@0.126,0.1998,0.071,0.0699",urn:cite:hmt:msA.252r
urn:cts:greekLit:tlg5026.msAint.hmt:12.office4_2,"urn:cite:hmt:vaimg.VA252RN-0423@0.1171,0.494,0.077,0.0257",urn:cite:hmt:msA.252r
urn:cts:greekLit:tlg5026.msAint.hmt:12.office4_3,"urn:cite:hmt:vaimg.VA252RN-0423@0.1265,0.5173,0.0614,0.0412",urn:cite:hmt:msA.252r
